generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
2000000,Rana_shuchinae,Rana_sylvatica,0,0.192437,-0.0375333,0.00902593,0
2010000,Rana_shuchinae,Rana_sylvatica,0,0.143648,-0.0288846,0.00978791,0
2020000,Rana_shuchinae,Rana_sylvatica,0,0.122944,-0.0186605,0.0118949,0
2030000,Rana_shuchinae,Rana_sylvatica,0,0.176287,-0.0321391,0.00610403,0
2040000,Rana_shuchinae,Rana_sylvatica,0,0.188988,-0.0432796,0.000191216,0
2040000,Rana_grylio,NA,42.3469,0.092793,0.0270105,0.185492,0
2050000,Rana_shuchinae,Rana_sylvatica,0,0.28572,-0.0417271,0.0417077,0
2060000,Rana_shuchinae,Rana_sylvatica,0,0.266911,-0.0489076,0.0117452,0
2070000,Rana_shuchinae,Rana_sylvatica,0,0.132796,-0.0267232,0.00127138,0
2080000,Rana_shuchinae,Rana_sylvatica,0,0.127156,-0.0223307,0.00132652,0
2090000,Rana_shuchinae,Rana_sylvatica,0,0.285654,-0.0416837,0.022593,0
2100000,Rana_shuchinae,Rana_sylvatica,0,0.262918,-0.040246,0.0200682,0
2110000,Rana_shuchinae,Rana_sylvatica,0,0.413471,-0.047142,0.0808811,0
2120000,Rana_shuchinae,Rana_sylvatica,0,0.208275,-0.0342685,0.0100165,0
2130000,Rana_shuchinae,Rana_sylvatica,0,0.151032,-0.028524,0.0116034,0
2140000,Rana_shuchinae,Rana_sylvatica,0,0.185316,-0.0354785,0.000578531,0
2140000,Rana_onca,Rana_yavapaiensis,33.6675,0.196969,0.0108007,0.0827019,0
2150000,Rana_shuchinae,Rana_sylvatica,0,0.169295,-0.0260511,0.0383181,0
2160000,Rana_shuchinae,Rana_sylvatica,0,0.214401,-0.0321869,0.0307585,0
2170000,Rana_shuchinae,Rana_sylvatica,0,0.143681,-0.0219173,0.00105216,0
2180000,Rana_shuchinae,Rana_sylvatica,0,0.320519,-0.0505929,0.0171089,0
2190000,Rana_shuchinae,Rana_sylvatica,0,0.271596,-0.0376583,0.0428191,0
2200000,Rana_shuchinae,Rana_sylvatica,0,0.168421,-0.0223181,0.00846757,0
2210000,Rana_shuchinae,Rana_sylvatica,0,0.296016,-0.0503928,0.00264912,0
2220000,Rana_shuchinae,Rana_sylvatica,0,0.0805499,-0.00958029,0.00715222,0
2230000,Rana_shuchinae,Rana_sylvatica,0,0.22227,-0.0373004,0.0274233,0
2240000,Rana_shuchinae,Rana_sylvatica,0,0.141926,-0.0225302,0.00856465,0
2250000,Rana_shuchinae,Rana_sylvatica,0,0.273037,-0.0457297,0.0258165,0
2260000,Rana_shuchinae,Rana_sylvatica,0,0.158153,-0.022789,0.0238994,0
2270000,Rana_shuchinae,Rana_sylvatica,0,0.158969,-0.0308472,0.00612627,0
2280000,Rana_shuchinae,Rana_sylvatica,0,0.284936,-0.0390078,0.0260402,0
2290000,Rana_shuchinae,Rana_sylvatica,0,0.229144,-0.0352667,0.00414641,0
2300000,Rana_shuchinae,Rana_sylvatica,0,0.126244,-0.0246312,0.00799159,0
2310000,Rana_shuchinae,Rana_sylvatica,0,0.241786,-0.0489198,0.00561748,0
2320000,Rana_shuchinae,Rana_sylvatica,0,0.193175,-0.0212574,0.0489856,0
2330000,Rana_shuchinae,Rana_sylvatica,0,0.245719,-0.0428964,0.0222321,0
2340000,Rana_shuchinae,Rana_sylvatica,0,0.247412,-0.0416179,0.0290047,0
2350000,Rana_shuchinae,Rana_sylvatica,0,0.124996,-0.0270362,0.0176934,0
2360000,Rana_shuchinae,Rana_sylvatica,0,0.205069,-0.031784,0.00270255,0
2370000,Rana_shuchinae,Rana_sylvatica,0,0.187904,-0.0421051,0.00902953,0
2380000,Rana_shuchinae,Rana_sylvatica,0,0.165518,-0.0396567,0.0170061,0
2390000,Rana_shuchinae,Rana_sylvatica,0,0.279057,-0.0355079,0.017009,0
2400000,Rana_shuchinae,Rana_sylvatica,0,0.253422,-0.0477638,0.00377029,0
2410000,Rana_shuchinae,Rana_sylvatica,0,0.2223,-0.0336553,0.0202202,0
2420000,Rana_shuchinae,Rana_sylvatica,0,0.228261,-0.0369848,0.017796,0
2430000,Rana_shuchinae,Rana_sylvatica,0,0.185732,-0.0352211,0.00569962,0
2440000,Rana_shuchinae,Rana_sylvatica,0,0.0479238,0.0259434,0.00359966,0
2450000,Rana_shuchinae,Rana_sylvatica,0,0.179389,-0.0315663,0.00216838,0
2460000,Rana_shuchinae,Rana_sylvatica,0,0.156749,-0.0348888,0.00516258,0
2470000,Rana_shuchinae,Rana_sylvatica,0,0.29174,-0.0526209,0.000507408,0
2480000,Rana_shuchinae,Rana_sylvatica,0,0.158723,-0.0282973,0.000241017,0
2490000,Rana_shuchinae,Rana_sylvatica,0,0.132982,-0.0327042,0.00226323,0
2500000,Rana_shuchinae,Rana_sylvatica,0,0.175272,-0.0271943,0.00937395,0
2510000,Rana_shuchinae,Rana_sylvatica,0,0.188255,-0.0316419,0.0048038,0
2510000,Rana_warszewitschii,NA,42.1506,0.555685,-0.00920393,0.471151,0
2520000,Rana_shuchinae,Rana_sylvatica,0,0.16248,-0.0211147,0.0263425,0
2530000,Rana_shuchinae,Rana_sylvatica,0,0.106818,-0.0186527,0.00524442,0
2540000,Rana_shuchinae,Rana_sylvatica,0,0.162236,-0.0230194,0.0260952,0
2550000,Rana_shuchinae,Rana_sylvatica,0,0.157548,-0.0303898,0.012686,0
2560000,Rana_shuchinae,Rana_sylvatica,0,0.158068,-0.0292854,0.0164425,0
